geohash,lat,lon,city,district
17.0-98.8,17.0,98.8,Tak,Mae Ramat
17.1-98.8,17.1,98.8,Tak,Mae Ramat
17.2-98.8,17.2,98.8,Tak,Sam Ngao
17.3-98.8,17.3,98.8,Tak,Sam Ngao
17.4-98.8,17.4,98.8,Tak,Sam Ngao
17.5-98.8,17.5,98.8,Lamphun,Li
17.6-98.8,17.6,98.8,Lamphun,Li
17.7-98.8,17.7,98.8,Lamphun,Li
17.8-98.8,17.8,98.8,Chiang Mai,Doi Tao
17.9-98.8,17.9,98.8,Chiang Mai,Doi Tao
18.0-98.8,18.0,98.8,Chiang Mai,Doi Tao
18.1-98.8,18.1,98.8,Chiang Mai,Hot
18.2-98.8,18.2,98.8,Lamphun,Ban Hong
18.3-98.8,18.3,98.8,Lamphun,Ban Hong
18.4-98.8,18.4,98.8,Lamphun,Ban Hong
18.5-98.8,18.5,98.8,Chiang Mai,Doi Lo
18.6-98.8,18.6,98.8,Chiang Mai,Mae Wang
18.7-98.8,18.7,98.8,Chiang Mai,Mae Wang
18.8-98.8,18.8,98.8,Chiang Mai,Hang Dong
18.9-98.8,18.9,98.8,Chiang Mai,Mae Rim
19.0-98.8,19.0,98.8,Chiang Mai,Mae Rim
19.1-98.8,19.1,98.8,Chiang Mai,Mae Taeng
19.2-98.8,19.2,98.8,Chiang Mai,Mae Taeng
19.3-98.8,19.3,98.8,Chiang Mai,Chiang Dao
19.4-98.8,19.4,98.8,Chiang Mai,Chiang Dao
19.5-98.8,19.5,98.8,Chiang Mai,Chiang Dao
19.6-98.8,19.6,98.8,Chiang Mai,Chiang Dao
19.7-98.8,19.7,98.8,Chiang Mai,Chiang Dao
8.1-98.9,8.1,98.9,Krabi,Mueang Krabi
8.2-98.9,8.2,98.9,Krabi,Mueang Krabi
8.3-98.9,8.3,98.9,Krabi,Ao Luek
8.4-98.9,8.4,98.9,Krabi,Ao Luek
8.5-98.9,8.5,98.9,Krabi,Plai Phraya
8.6-98.9,8.6,98.9,Krabi,Plai Phraya
8.7-98.9,8.7,98.9,Surat Thani,Phrasaeng
8.8-98.9,8.8,98.9,Surat Thani,Khiri Rat Nikhom
8.9-98.9,8.9,98.9,Surat Thani,Ban Ta Khun
9.0-98.9,9.0,98.9,Surat Thani,Khiri Rat Nikhom
9.1-98.9,9.1,98.9,Surat Thani,Khiri Rat Nikhom
9.2-98.9,9.2,98.9,Surat Thani,Vibhavadi
9.3-98.9,9.3,98.9,Surat Thani,Tha Chang
9.4-98.9,9.4,98.9,Surat Thani,Tha Chang
9.5-98.9,9.5,98.9,Surat Thani,Chaiya
9.6-98.9,9.6,98.9,Surat Thani,Tha Chana
9.7-98.9,9.7,98.9,Surat Thani,Tha Chana
9.8-98.9,9.8,98.9,Chumphon,Phato
9.9-98.9,9.9,98.9,Chumphon,Phato
10.0-98.9,10.0,98.9,Chumphon,Lang Suan
10.1-98.9,10.1,98.9,Chumphon,Sawi
10.2-98.9,10.2,98.9,Chumphon,Sawi
10.3-98.9,10.3,98.9,Ranong,Kra Buri
10.4-98.9,10.4,98.9,Ranong,Kra Buri
10.5-98.9,10.5,98.9,Ranong,Kra Buri
10.6-98.9,10.6,98.9,Ranong,Kra Buri
10.7-98.9,10.7,98.9,Chumphon,Tha Sae
14.2-98.9,14.2,98.9,Kanchanaburi,Sai Yok
14.3-98.9,14.3,98.9,Kanchanaburi,Sai Yok
14.4-98.9,14.4,98.9,Kanchanaburi,Sai Yok
14.5-98.9,14.5,98.9,Kanchanaburi,Sai Yok
14.6-98.9,14.6,98.9,Kanchanaburi,Thong Pha Phum
14.7-98.9,14.7,98.9,Kanchanaburi,Si Sawat
14.8-98.9,14.8,98.9,Kanchanaburi,Thong Pha Phum
14.9-98.9,14.9,98.9,Kanchanaburi,Thong Pha Phum
15.0-98.9,15.0,98.9,Kanchanaburi,Thong Pha Phum
15.1-98.9,15.1,98.9,Kanchanaburi,Thong Pha Phum
15.2-98.9,15.2,98.9,Kanchanaburi,Thong Pha Phum
15.3-98.9,15.3,98.9,Tak,Umphang
15.4-98.9,15.4,98.9,Tak,Umphang
15.5-98.9,15.5,98.9,Tak,Umphang
15.6-98.9,15.6,98.9,Tak,Umphang
15.7-98.9,15.7,98.9,Tak,Umphang
15.8-98.9,15.8,98.9,Tak,Umphang
15.9-98.9,15.9,98.9,Tak,Umphang
16.0-98.9,16.0,98.9,Tak,Umphang
16.1-98.9,16.1,98.9,Tak,Umphang
16.2-98.9,16.2,98.9,Tak,Umphang
16.5-98.9,16.5,98.9,Tak,Phop Phra
16.6-98.9,16.6,98.9,Tak,Phop Phra
16.7-98.9,16.7,98.9,Tak,Mae Sot
16.8-98.9,16.8,98.9,Tak,Mueang Tak
16.9-98.9,16.9,98.9,Tak,Mueang Tak
17.0-98.9,17.0,98.9,Tak,Ban Tak
17.1-98.9,17.1,98.9,Tak,Ban Tak
17.2-98.9,17.2,98.9,Tak,Sam Ngao
17.3-98.9,17.3,98.9,Tak,Sam Ngao
17.4-98.9,17.4,98.9,Tak,Sam Ngao
17.5-98.9,17.5,98.9,Tak,Sam Ngao
17.6-98.9,17.6,98.9,Lampang,Mae Phrik
17.7-98.9,17.7,98.9,Lamphun,Li
17.8-98.9,17.8,98.9,Lamphun,Li
17.9-98.9,17.9,98.9,Lamphun,Li
18.0-98.9,18.0,98.9,Lamphun,Li
18.1-98.9,18.1,98.9,Lamphun,Li
18.2-98.9,18.2,98.9,Lamphun,Ban Hong
18.3-98.9,18.3,98.9,Lamphun,Ban Hong
18.4-98.9,18.4,98.9,Lamphun,Pa Sang
18.5-98.9,18.5,98.9,Lamphun,Pa Sang
18.6-98.9,18.6,98.9,Chiang Mai,San Pa Tong
18.7-98.9,18.7,98.9,Chiang Mai,Hang Dong
18.8-98.9,18.8,98.9,Chiang Mai,Mueang Chiang Mai
18.9-98.9,18.9,98.9,Chiang Mai,Mae Rim
19.0-98.9,19.0,98.9,Chiang Mai,Mae Rim
19.1-98.9,19.1,98.9,Chiang Mai,Mae Taeng
19.2-98.9,19.2,98.9,Chiang Mai,Mae Taeng
19.3-98.9,19.3,98.9,Chiang Mai,Chiang Dao
19.4-98.9,19.4,98.9,Chiang Mai,Chiang Dao
19.5-98.9,19.5,98.9,Chiang Mai,Chiang Dao
19.6-98.9,19.6,98.9,Chiang Mai,Chiang Dao
19.7-98.9,19.7,98.9,Chiang Mai,Chiang Dao
7.9-99.0,7.9,99.0,Krabi,Nuea Khlong
8.0-99.0,8.0,99.0,Krabi,Nuea Khlong
8.1-99.0,8.1,99.0,Krabi,Nuea Khlong
8.2-99.0,8.2,99.0,Krabi,Mueang Krabi
8.3-99.0,8.3,99.0,Krabi,Khao Phanom
8.4-99.0,8.4,99.0,Surat Thani,Chai Buri
8.5-99.0,8.5,99.0,Surat Thani,Chai Buri
8.6-99.0,8.6,99.0,Surat Thani,Phrasaeng
8.7-99.0,8.7,99.0,Surat Thani,Khian Sa
8.8-99.0,8.8,99.0,Surat Thani,Khiri Rat Nikhom
8.9-99.0,8.9,99.0,Surat Thani,Khiri Rat Nikhom
9.0-99.0,9.0,99.0,Surat Thani,Khiri Rat Nikhom
9.1-99.0,9.1,99.0,Surat Thani,Khiri Rat Nikhom
9.2-99.0,9.2,99.0,Surat Thani,Vibhavadi
9.3-99.0,9.3,99.0,Surat Thani,Tha Chang
9.4-99.0,9.4,99.0,Surat Thani,Tha Chang
9.5-99.0,9.5,99.0,Surat Thani,Chaiya
9.6-99.0,9.6,99.0,Surat Thani,Tha Chana
9.7-99.0,9.7,99.0,Chumphon,Lamae
9.8-99.0,9.8,99.0,Chumphon,Lamae
9.9-99.0,9.9,99.0,Chumphon,Lang Suan
10.0-99.0,10.0,99.0,Chumphon,Lang Suan
10.1-99.0,10.1,99.0,Chumphon,Thung Tako
10.2-99.0,10.2,99.0,Chumphon,Sawi
10.3-99.0,10.3,99.0,Chumphon,Sawi
10.4-99.0,10.4,99.0,Chumphon,Sawi
10.5-99.0,10.5,99.0,Chumphon,Mueang Chumphon
10.6-99.0,10.6,99.0,Chumphon,Tha Sae
10.7-99.0,10.7,99.0,Chumphon,Tha Sae
10.8-99.0,10.8,99.0,Chumphon,Tha Sae
14.1-99.0,14.1,99.0,Kanchanaburi,Sai Yok
14.2-99.0,14.2,99.0,Kanchanaburi,Sai Yok
14.3-99.0,14.3,99.0,Kanchanaburi,Sai Yok
14.4-99.0,14.4,99.0,Kanchanaburi,Sai Yok
14.5-99.0,14.5,99.0,Kanchanaburi,Si Sawat
14.6-99.0,14.6,99.0,Kanchanaburi,Si Sawat
14.7-99.0,14.7,99.0,Kanchanaburi,Si Sawat
14.8-99.0,14.8,99.0,Kanchanaburi,Si Sawat
14.9-99.0,14.9,99.0,Kanchanaburi,Si Sawat
15.0-99.0,15.0,99.0,Kanchanaburi,Si Sawat
15.1-99.0,15.1,99.0,Kanchanaburi,Thong Pha Phum
15.2-99.0,15.2,99.0,Tak,Umphang
15.3-99.0,15.3,99.0,Tak,Umphang
15.4-99.0,15.4,99.0,Tak,Umphang
15.5-99.0,15.5,99.0,Tak,Umphang
15.6-99.0,15.6,99.0,Tak,Umphang
15.7-99.0,15.7,99.0,Tak,Umphang
15.8-99.0,15.8,99.0,Tak,Umphang
15.9-99.0,15.9,99.0,Tak,Umphang
16.0-99.0,16.0,99.0,Tak,Umphang
16.1-99.0,16.1,99.0,Tak,Umphang
16.2-99.0,16.2,99.0,Tak,Umphang
16.3-99.0,16.3,99.0,Tak,Umphang
16.4-99.0,16.4,99.0,Tak,Phop Phra
16.5-99.0,16.5,99.0,Tak,Phop Phra
16.6-99.0,16.6,99.0,Tak,Mueang Tak
16.7-99.0,16.7,99.0,Tak,Wang Chao
16.8-99.0,16.8,99.0,Tak,Mueang Tak
16.9-99.0,16.9,99.0,Tak,Mueang Tak
17.0-99.0,17.0,99.0,Tak,Ban Tak
17.1-99.0,17.1,99.0,Tak,Ban Tak
17.2-99.0,17.2,99.0,Tak,Sam Ngao
17.3-99.0,17.3,99.0,Tak,Sam Ngao
17.4-99.0,17.4,99.0,Tak,Sam Ngao
17.5-99.0,17.5,99.0,Lampang,Mae Phrik
17.6-99.0,17.6,99.0,Lampang,Mae Phrik
17.7-99.0,17.7,99.0,Lamphun,Li
17.8-99.0,17.8,99.0,Lamphun,Li
17.9-99.0,17.9,99.0,Lamphun,Li
18.0-99.0,18.0,99.0,Lamphun,Thung Hua Chang
18.1-99.0,18.1,99.0,Lamphun,Thung Hua Chang
18.2-99.0,18.2,99.0,Lamphun,Mae Tha
18.3-99.0,18.3,99.0,Lamphun,Mae Tha
18.4-99.0,18.4,99.0,Lamphun,Mae Tha
18.5-99.0,18.5,99.0,Lamphun,Mueang Lamphun
18.6-99.0,18.6,99.0,Lamphun,Mueang Lamphun
18.7-99.0,18.7,99.0,Chiang Mai,Saraphi
18.8-99.0,18.8,99.0,Chiang Mai,Mueang Chiang Mai
18.9-99.0,18.9,99.0,Chiang Mai,San Sai
19.0-99.0,19.0,99.0,Chiang Mai,San Sai
19.1-99.0,19.1,99.0,Chiang Mai,Mae Taeng
19.2-99.0,19.2,99.0,Chiang Mai,Mae Taeng
19.3-99.0,19.3,99.0,Chiang Mai,Chiang Dao
19.4-99.0,19.4,99.0,Chiang Mai,Chiang Dao
19.5-99.0,19.5,99.0,Chiang Mai,Chiang Dao
19.6-99.0,19.6,99.0,Chiang Mai,Chiang Dao
19.7-99.0,19.7,99.0,Chiang Mai,Chiang Dao
7.5-99.1,7.5,99.1,Krabi,Ko Lanta
7.6-99.1,7.6,99.1,Krabi,Ko Lanta
7.7-99.1,7.7,99.1,Krabi,Ko Lanta
7.8-99.1,7.8,99.1,Krabi,Ko Lanta
7.9-99.1,7.9,99.1,Krabi,Khlong Thom
8.0-99.1,8.0,99.1,Krabi,Nuea Khlong
8.1-99.1,8.1,99.1,Krabi,Khlong Thom
8.2-99.1,8.2,99.1,Krabi,Nuea Khlong
8.3-99.1,8.3,99.1,Krabi,Khao Phanom
8.4-99.1,8.4,99.1,Surat Thani,Chai Buri
8.5-99.1,8.5,99.1,Surat Thani,Chai Buri
8.6-99.1,8.6,99.1,Surat Thani,Phrasaeng
8.7-99.1,8.7,99.1,Surat Thani,Khian Sa
8.8-99.1,8.8,99.1,Surat Thani,Khian Sa
8.9-99.1,8.9,99.1,Surat Thani,Phunphin
9.0-99.1,9.0,99.1,Surat Thani,Phunphin
9.1-99.1,9.1,99.1,Surat Thani,Phunphin
9.2-99.1,9.2,99.1,Surat Thani,Tha Chang
9.3-99.1,9.3,99.1,Surat Thani,Tha Chang
9.4-99.1,9.4,99.1,Surat Thani,Chaiya
9.5-99.1,9.5,99.1,Surat Thani,Tha Chana
9.6-99.1,9.6,99.1,Surat Thani,Tha Chana
9.7-99.1,9.7,99.1,Surat Thani,Tha Chana
9.8-99.1,9.8,99.1,Chumphon,Lamae
9.9-99.1,9.9,99.1,Chumphon,Lang Suan
10.0-99.1,10.0,99.1,Chumphon,Lang Suan
10.1-99.1,10.1,99.1,Chumphon,Thung Tako
10.2-99.1,10.2,99.1,Chumphon,Sawi
10.3-99.1,10.3,99.1,Chumphon,Sawi
10.4-99.1,10.4,99.1,Chumphon,Mueang Chumphon
10.5-99.1,10.5,99.1,Chumphon,Mueang Chumphon
10.6-99.1,10.6,99.1,Chumphon,Tha Sae
10.7-99.1,10.7,99.1,Chumphon,Tha Sae
10.8-99.1,10.8,99.1,Chumphon,Tha Sae
10.9-99.1,10.9,99.1,Chumphon,Tha Sae
13.9-99.1,13.9,99.1,Kanchanaburi,Mueang Kanchanaburi
14.0-99.1,14.0,99.1,Kanchanaburi,Sai Yok
14.1-99.1,14.1,99.1,Kanchanaburi,Sai Yok
14.2-99.1,14.2,99.1,Kanchanaburi,Sai Yok
14.3-99.1,14.3,99.1,Kanchanaburi,Si Sawat
14.4-99.1,14.4,99.1,Kanchanaburi,Si Sawat
14.5-99.1,14.5,99.1,Kanchanaburi,Si Sawat
14.6-99.1,14.6,99.1,Kanchanaburi,Si Sawat
14.7-99.1,14.7,99.1,Kanchanaburi,Si Sawat
14.8-99.1,14.8,99.1,Kanchanaburi,Si Sawat
14.9-99.1,14.9,99.1,Kanchanaburi,Si Sawat
15.0-99.1,15.0,99.1,Kanchanaburi,Si Sawat
15.1-99.1,15.1,99.1,Uthai Thani,Ban Rai
15.2-99.1,15.2,99.1,Uthai Thani,Ban Rai
15.3-99.1,15.3,99.1,Uthai Thani,Ban Rai
15.4-99.1,15.4,99.1,Uthai Thani,Ban Rai
15.5-99.1,15.5,99.1,Uthai Thani,Ban Rai
15.6-99.1,15.6,99.1,Uthai Thani,Ban Rai
15.7-99.1,15.7,99.1,Tak,Umphang
15.8-99.1,15.8,99.1,Tak,Umphang
15.9-99.1,15.9,99.1,Kamphaeng Phet,Pang Sila Thong
16.0-99.1,16.0,99.1,Kamphaeng Phet,Pang Sila Thong
16.1-99.1,16.1,99.1,Tak,Umphang
16.2-99.1,16.2,99.1,Kamphaeng Phet,Khlong Lan
16.3-99.1,16.3,99.1,Kamphaeng Phet,Khlong Lan
16.4-99.1,16.4,99.1,Kamphaeng Phet,Kosamphi Nakhon
16.5-99.1,16.5,99.1,Tak,Wang Chao
16.6-99.1,16.6,99.1,Tak,Wang Chao
16.7-99.1,16.7,99.1,Tak,Wang Chao
16.8-99.1,16.8,99.1,Tak,Mueang Tak
16.9-99.1,16.9,99.1,Tak,Mueang Tak
17.0-99.1,17.0,99.1,Tak,Ban Tak
17.1-99.1,17.1,99.1,Tak,Ban Tak
17.2-99.1,17.2,99.1,Tak,Sam Ngao
17.3-99.1,17.3,99.1,Tak,Sam Ngao
17.4-99.1,17.4,99.1,Lampang,Mae Phrik
17.5-99.1,17.5,99.1,Lampang,Mae Phrik
17.6-99.1,17.6,99.1,Lampang,Thoen
17.7-99.1,17.7,99.1,Lampang,Thoen
17.8-99.1,17.8,99.1,Lamphun,Li
17.9-99.1,17.9,99.1,Lamphun,Thung Hua Chang
18.0-99.1,18.0,99.1,Lamphun,Thung Hua Chang
18.1-99.1,18.1,99.1,Lampang,Soem Ngam
18.2-99.1,18.2,99.1,Lampang,Soem Ngam
18.3-99.1,18.3,99.1,Lamphun,Mae Tha
18.4-99.1,18.4,99.1,Lamphun,Mae Tha
18.5-99.1,18.5,99.1,Lamphun,Mueang Lamphun
18.6-99.1,18.6,99.1,Lamphun,Mueang Lamphun
18.7-99.1,18.7,99.1,Chiang Mai,San Kamphaeng
18.8-99.1,18.8,99.1,Chiang Mai,Doi Saket
18.9-99.1,18.9,99.1,Chiang Mai,San Sai
19.0-99.1,19.0,99.1,Chiang Mai,Doi Saket
19.1-99.1,19.1,99.1,Chiang Mai,Mae Taeng
19.2-99.1,19.2,99.1,Chiang Mai,Mae Taeng
19.3-99.1,19.3,99.1,Chiang Mai,Phrao
19.4-99.1,19.4,99.1,Chiang Mai,Chiang Dao
19.5-99.1,19.5,99.1,Chiang Mai,Chiang Dao
19.6-99.1,19.6,99.1,Chiang Mai,Chiang Dao
19.7-99.1,19.7,99.1,Chiang Mai,Chai Prakan
19.8-99.1,19.8,99.1,Chiang Mai,Fang
19.9-99.1,19.9,99.1,Chiang Mai,Fang
20.0-99.1,20.0,99.1,Chiang Mai,Fang
7.4-99.2,7.4,99.2,Trang,Kantang
7.7-99.2,7.7,99.2,Krabi,Khlong Thom
7.8-99.2,7.8,99.2,Krabi,Khlong Thom
7.9-99.2,7.9,99.2,Krabi,Khlong Thom
8.0-99.2,8.0,99.2,Krabi,Khlong Thom
8.1-99.2,8.1,99.2,Krabi,Khlong Thom
8.2-99.2,8.2,99.2,Krabi,Khao Phanom
8.3-99.2,8.3,99.2,Krabi,Khao Phanom
8.4-99.2,8.4,99.2,Surat Thani,Chai Buri
8.5-99.2,8.5,99.2,Surat Thani,Phrasaeng
8.6-99.2,8.6,99.2,Surat Thani,Phrasaeng
8.7-99.2,8.7,99.2,Surat Thani,Khian Sa
8.8-99.2,8.8,99.2,Surat Thani,Khian Sa
8.9-99.2,8.9,99.2,Surat Thani,Ban Na Doem
9.0-99.2,9.0,99.2,Surat Thani,Phunphin
9.1-99.2,9.1,99.2,Surat Thani,Phunphin
9.2-99.2,9.2,99.2,Surat Thani,Tha Chang
9.3-99.2,9.3,99.2,Surat Thani,Tha Chang
9.4-99.2,9.4,99.2,Surat Thani,Chaiya
9.5-99.2,9.5,99.2,Surat Thani,Tha Chana
9.6-99.2,9.6,99.2,Surat Thani,Tha Chana
10.4-99.2,10.4,99.2,Chumphon,Mueang Chumphon
10.5-99.2,10.5,99.2,Chumphon,Mueang Chumphon
10.6-99.2,10.6,99.2,Chumphon,Tha Sae
10.7-99.2,10.7,99.2,Chumphon,Tha Sae
10.8-99.2,10.8,99.2,Chumphon,Tha Sae
10.9-99.2,10.9,99.2,Chumphon,Tha Sae
11.0-99.2,11.0,99.2,Prachuap Khiri Khan,Bang Saphan Noi
12.9-99.2,12.9,99.2,Phetchaburi,Kaeng Krachan
13.0-99.2,13.0,99.2,Phetchaburi,Nong Ya Plong
13.1-99.2,13.1,99.2,Phetchaburi,Nong Ya Plong
13.3-99.2,13.3,99.2,Ratchaburi,Ban Kha
13.5-99.2,13.5,99.2,Ratchaburi,Suan Phueng
13.6-99.2,13.6,99.2,Ratchaburi,Suan Phueng
13.7-99.2,13.7,99.2,Ratchaburi,Suan Phueng
13.8-99.2,13.8,99.2,Kanchanaburi,Dan Makham Tia
13.9-99.2,13.9,99.2,Kanchanaburi,Mueang Kanchanaburi
14.0-99.2,14.0,99.2,Kanchanaburi,Sai Yok
14.1-99.2,14.1,99.2,Kanchanaburi,Sai Yok
14.2-99.2,14.2,99.2,Kanchanaburi,Mueang Kanchanaburi
14.3-99.2,14.3,99.2,Kanchanaburi,Mueang Kanchanaburi
14.4-99.2,14.4,99.2,Kanchanaburi,Si Sawat
14.5-99.2,14.5,99.2,Kanchanaburi,Si Sawat
14.6-99.2,14.6,99.2,Kanchanaburi,Si Sawat
14.7-99.2,14.7,99.2,Kanchanaburi,Si Sawat
14.8-99.2,14.8,99.2,Kanchanaburi,Si Sawat
14.9-99.2,14.9,99.2,Kanchanaburi,Si Sawat
15.0-99.2,15.0,99.2,Kanchanaburi,Si Sawat
15.1-99.2,15.1,99.2,Uthai Thani,Ban Rai
15.2-99.2,15.2,99.2,Uthai Thani,Ban Rai
15.3-99.2,15.3,99.2,Uthai Thani,Ban Rai
15.4-99.2,15.4,99.2,Uthai Thani,Ban Rai
15.5-99.2,15.5,99.2,Uthai Thani,Ban Rai
15.6-99.2,15.6,99.2,Uthai Thani,Lan Sak
15.7-99.2,15.7,99.2,Uthai Thani,Lan Sak
15.8-99.2,15.8,99.2,Nakhon Sawan,Mae Wong
15.9-99.2,15.9,99.2,Nakhon Sawan,Mae Wong
16.0-99.2,16.0,99.2,Kamphaeng Phet,Pang Sila Thong
16.1-99.2,16.1,99.2,Kamphaeng Phet,Khlong Lan
16.2-99.2,16.2,99.2,Kamphaeng Phet,Khlong Lan
16.3-99.2,16.3,99.2,Kamphaeng Phet,Khlong Lan
16.4-99.2,16.4,99.2,Kamphaeng Phet,Khlong Lan
16.5-99.2,16.5,99.2,Kamphaeng Phet,Kosamphi Nakhon
16.6-99.2,16.6,99.2,Tak,Wang Chao
16.7-99.2,16.7,99.2,Tak,Wang Chao
16.8-99.2,16.8,99.2,Tak,Mueang Tak
16.9-99.2,16.9,99.2,Tak,Mueang Tak
17.0-99.2,17.0,99.2,Tak,Mueang Tak
17.1-99.2,17.1,99.2,Tak,Mueang Tak
17.2-99.2,17.2,99.2,Tak,Ban Tak
17.3-99.2,17.3,99.2,Tak,Sam Ngao
17.4-99.2,17.4,99.2,Lampang,Mae Phrik
17.5-99.2,17.5,99.2,Lampang,Thoen
17.6-99.2,17.6,99.2,Lampang,Thoen
17.7-99.2,17.7,99.2,Lampang,Thoen
17.8-99.2,17.8,99.2,Lampang,Thoen
17.9-99.2,17.9,99.2,Lampang,Soem Ngam
18.0-99.2,18.0,99.2,Lampang,Soem Ngam
18.1-99.2,18.1,99.2,Lampang,Soem Ngam
18.2-99.2,18.2,99.2,Lampang,Hang Chat
18.3-99.2,18.3,99.2,Lampang,Hang Chat
18.4-99.2,18.4,99.2,Lampang,Hang Chat
18.5-99.2,18.5,99.2,Lamphun,Mae Tha
18.6-99.2,18.6,99.2,Lamphun,Ban Thi
18.7-99.2,18.7,99.2,Chiang Mai,San Kamphaeng
18.8-99.2,18.8,99.2,Chiang Mai,San Kamphaeng
18.9-99.2,18.9,99.2,Chiang Mai,Doi Saket
19.0-99.2,19.0,99.2,Chiang Mai,Doi Saket
19.1-99.2,19.1,99.2,Chiang Mai,Phrao
19.2-99.2,19.2,99.2,Chiang Mai,Phrao
19.3-99.2,19.3,99.2,Chiang Mai,Phrao
19.4-99.2,19.4,99.2,Chiang Mai,Phrao
19.5-99.2,19.5,99.2,Chiang Mai,Phrao
19.6-99.2,19.6,99.2,Chiang Mai,Chai Prakan
19.7-99.2,19.7,99.2,Chiang Mai,Chai Prakan
19.8-99.2,19.8,99.2,Chiang Mai,Fang
19.9-99.2,19.9,99.2,Chiang Mai,Fang
20.0-99.2,20.0,99.2,Chiang Mai,Mae Ai
20.1-99.2,20.1,99.2,Chiang Mai,Mae Ai
7.6-99.3,7.6,99.3,Trang,Sikao
7.7-99.3,7.7,99.3,Krabi,Khlong Thom
7.8-99.3,7.8,99.3,Krabi,Khlong Thom
7.9-99.3,7.9,99.3,Krabi,Khlong Thom
8.0-99.3,8.0,99.3,Krabi,Lam Thap
8.1-99.3,8.1,99.3,Krabi,Lam Thap
8.2-99.3,8.2,99.3,Krabi,Khao Phanom
8.3-99.3,8.3,99.3,Krabi,Khao Phanom
8.4-99.3,8.4,99.3,Nakhon Si Thammarat,Thung Yai
8.5-99.3,8.5,99.3,Surat Thani,Wiang Sa
8.6-99.3,8.6,99.3,Surat Thani,Wiang Sa
8.7-99.3,8.7,99.3,Surat Thani,Ban Na San
8.8-99.3,8.8,99.3,Surat Thani,Ban Na San
8.9-99.3,8.9,99.3,Surat Thani,Ban Na Doem
9.0-99.3,9.0,99.3,Surat Thani,Phunphin
9.1-99.3,9.1,99.3,Surat Thani,Mueang Surat Thani
9.2-99.3,9.2,99.3,Surat Thani,Mueang Surat Thani
10.7-99.3,10.7,99.3,Chumphon,Pathio
10.8-99.3,10.8,99.3,Chumphon,Pathio
10.9-99.3,10.9,99.3,Chumphon,Pathio
11.0-99.3,11.0,99.3,Prachuap Khiri Khan,Bang Saphan Noi
11.1-99.3,11.1,99.3,Prachuap Khiri Khan,Bang Saphan Noi
11.2-99.3,11.2,99.3,Prachuap Khiri Khan,Bang Saphan
12.7-99.3,12.7,99.3,Phetchaburi,Kaeng Krachan
12.8-99.3,12.8,99.3,Phetchaburi,Kaeng Krachan
12.9-99.3,12.9,99.3,Phetchaburi,Kaeng Krachan
13.0-99.3,13.0,99.3,Phetchaburi,Kaeng Krachan
13.1-99.3,13.1,99.3,Phetchaburi,Kaeng Krachan
13.2-99.3,13.2,99.3,Ratchaburi,Ban Kha
13.3-99.3,13.3,99.3,Ratchaburi,Ban Kha
13.4-99.3,13.4,99.3,Ratchaburi,Suan Phueng
13.5-99.3,13.5,99.3,Ratchaburi,Suan Phueng
13.6-99.3,13.6,99.3,Ratchaburi,Suan Phueng
13.7-99.3,13.7,99.3,Ratchaburi,Suan Phueng
13.8-99.3,13.8,99.3,Kanchanaburi,Dan Makham Tia
13.9-99.3,13.9,99.3,Kanchanaburi,Dan Makham Tia
14.0-99.3,14.0,99.3,Kanchanaburi,Mueang Kanchanaburi
14.1-99.3,14.1,99.3,Kanchanaburi,Mueang Kanchanaburi
14.2-99.3,14.2,99.3,Kanchanaburi,Mueang Kanchanaburi
14.3-99.3,14.3,99.3,Kanchanaburi,Mueang Kanchanaburi
14.4-99.3,14.4,99.3,Kanchanaburi,Si Sawat
14.5-99.3,14.5,99.3,Kanchanaburi,Si Sawat
14.6-99.3,14.6,99.3,Kanchanaburi,Bo Phloi
14.7-99.3,14.7,99.3,Kanchanaburi,Si Sawat
14.8-99.3,14.8,99.3,Kanchanaburi,Nong Prue
14.9-99.3,14.9,99.3,Kanchanaburi,Si Sawat
15.0-99.3,15.0,99.3,Suphan Buri,Dan Chang
15.1-99.3,15.1,99.3,Uthai Thani,Ban Rai
15.2-99.3,15.2,99.3,Uthai Thani,Ban Rai
15.3-99.3,15.3,99.3,Uthai Thani,Ban Rai
15.4-99.3,15.4,99.3,Uthai Thani,Lan Sak
15.5-99.3,15.5,99.3,Uthai Thani,Lan Sak
15.6-99.3,15.6,99.3,Uthai Thani,Lan Sak
15.7-99.3,15.7,99.3,Nakhon Sawan,Mae Poen
15.8-99.3,15.8,99.3,Nakhon Sawan,Mae Wong
15.9-99.3,15.9,99.3,Nakhon Sawan,Mae Wong
16.0-99.3,16.0,99.3,Kamphaeng Phet,Pang Sila Thong
16.1-99.3,16.1,99.3,Kamphaeng Phet,Khlong Lan
16.2-99.3,16.2,99.3,Kamphaeng Phet,Khlong Lan
16.3-99.3,16.3,99.3,Kamphaeng Phet,Khlong Lan
16.4-99.3,16.4,99.3,Kamphaeng Phet,Khlong Lan
16.5-99.3,16.5,99.3,Kamphaeng Phet,Mueang Kamphaeng Phet
16.6-99.3,16.6,99.3,Kamphaeng Phet,Kosamphi Nakhon
16.7-99.3,16.7,99.3,Kamphaeng Phet,Kosamphi Nakhon
16.8-99.3,16.8,99.3,Tak,Mueang Tak
16.9-99.3,16.9,99.3,Tak,Mueang Tak
17.0-99.3,17.0,99.3,Tak,Mueang Tak
17.1-99.3,17.1,99.3,Tak,Mueang Tak
17.2-99.3,17.2,99.3,Tak,Ban Tak
